user,search
webintelligence,"search eventtype=pageview eventtype=ua-browser-* |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename) | eval uri_path=if(uri_path=""/"", ""/"", rtrim(uri_path, ""/""))| transaction clientip sourcename maxpause=1h keepevicted=t mvlist=t | eval eventtype=mvfilter(match(eventtype, ""visitor\-type\-.*"")) | eval eventtype=mvindex(eventtype, 0) |  stats count, avg(duration) AS avg_duration, avg(eventcount) AS avg_eventcount BY eventtype, _time"
webintelligence,"search eventtype=pageview eventtype=ua-browser-* |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename) | eval uri_path=if(uri_path=""/"", ""/"", rtrim(uri_path, ""/""))| transaction clientip sourcename maxpause=1h keepevicted=t mvlist=t | search eventcount>1 | eval landing_page=mvindex(uri_path, 0) |  fields landing_page sourcename | top landing_page"
webintelligence,"search eventtype=pageview eventtype=ua-browser-* |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename) | eval uri_path=if(uri_path=""/"", ""/"", rtrim(uri_path, ""/""))| transaction clientip sourcename maxpause=1h keepevicted=t mvlist=t | search eventcount>1 | eval exit_page=mvindex(uri_path, -1) | fields exit_page sourcename | top exit_page"
webintelligence,"search eventtype=pageview eventtype=ua-browser-* |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename) | eval uri_path=if(uri_path=""/"", ""/"", rtrim(uri_path, ""/""))| transaction clientip sourcename maxpause=1h keepevicted=t mvlist=t | stats min(_time) as firstvisit by clientip | lookup userlistbyclientip.csv clientip OUTPUT firstvisit as earliestvisit | eval firstvisit=if(isnull(earliestvisit),firstvisit,earliestvisit) | addinfo | eval isnew=if(firstvisit>=info_min_time, ""New Visitors"" , ""Returning Visitors"") | stats count by isnew"
webintelligence,"search eventtype=pageview |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename)  | top uri"
webintelligence,"search eventtype=resourceview method=GET status=200 eventtype=file-documents |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename)  | eval uri_path=replace(uri_path, ""//"", ""/"") | search uri_path!=""*robots.txt"" | top uri_path"
webintelligence,"search eventtype=resourceview method=GET  uri!=""*flash_components*"" eventtype=file-media |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename)  | top uri_path"
webintelligence,"search eventtype=pageview eventtype=ua-browser-* |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename) | eval uri_path=if(uri_path=""/"", ""/"", rtrim(uri_path, ""/""))| transaction clientip sourcename maxpause=1h keepevicted=t mvlist=t |  search eventcount>1 | eval duration = duration/60 | timechart  perc25(duration) as ""25th Percentile"", median(duration) as ""Median"", perc75(duration) as ""75th Percentile"""
webintelligence,"search eventtype=pageview eventtype=ua-browser-* eventtype=search-referer (q=* OR p=*) |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename)  | eval q=if(isnull(q) AND isnotnull(p), p, q) | eval q=trim(lower(urldecode(q))) | top q"
webintelligence,"search eventtype=pageview eventtype=ua-browser-* eventtype=search-referer (q=* OR p=*) |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename)  | eval q=if(isnull(q) AND isnotnull(p), p, q) | eval q=trim(lower(urldecode(q))) | rex field=q max_match=20 ""(?<keywords>\w+)"" | top limit=100 keywords | lookup stopwords keywords | fillnull alwaysone | search alwaysone=0 | sort limit=10 - count | fields - alwaysone"
webintelligence,"search eventtype=pageview eventtype=ua-browser-* |  lookup sourcenames source | eval sourcename=if(sourcename=="" "" OR isnull(sourcename),source,sourcename) | eval uri_path=if(uri_path=""/"", ""/"", rtrim(uri_path, ""/""))| transaction clientip sourcename maxpause=1h keepevicted=t mvlist=t | eval user_type=case(eventcount=1, ""bounce"", eventcount<=5, ""2-5 pages"", eventcount<=10,""6-10 pages"", eventcount>10, "">10 pages"") | stats count by user_type"
